Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
923,6/12/2023,CUST395,Male,50,Electronics,2,500,1000
924,6/12/2023,CUST535,Male,47,Beauty,3,30,90
925,6/12/2023,CUST580,Female,31,Clothing,3,500,1500
926,6/12/2023,CUST712,Female,42,Beauty,4,25,100
927,6/12/2023,CUST868,Female,25,Electronics,1,300,300
928,7/12/2023,CUST531,Male,31,Electronics,1,500,500
929,7/12/2023,CUST550,Male,40,Clothing,3,300,900
930,8/12/2023,CUST392,Male,27,Clothing,2,300,600
931,8/12/2023,CUST453,Female,26,Clothing,2,500,1000
932,8/12/2023,CUST540,Female,46,Electronics,3,300,900
933,8/12/2023,CUST625,Male,31,Clothing,1,300,300
934,9/12/2023,CUST244,Male,28,Beauty,2,50,100
935,9/12/2023,CUST355,Female,55,Electronics,1,500,500
936,9/12/2023,CUST468,Male,40,Electronics,1,25,25
937,9/12/2023,CUST700,Male,36,Electronics,4,500,2000
938,9/12/2023,CUST752,Male,29,Clothing,2,50,100
939,9/12/2023,CUST828,Female,33,Electronics,4,300,1200
940,10/12/2023,CUST080,Female,64,Clothing,2,30,60
941,10/12/2023,CUST214,Male,20,Beauty,2,30,60
942,10/12/2023,CUST361,Female,34,Electronics,4,300,1200
943,10/12/2023,CUST526,Male,33,Clothing,2,50,100
944,11/12/2023,CUST265,Male,55,Clothing,3,300,900
945,11/12/2023,CUST586,Male,50,Electronics,1,50,50
946,12/12/2023,CUST336,Female,52,Beauty,3,50,150
947,12/12/2023,CUST571,Female,41,Electronics,1,50,50
948,13/12/2023,CUST009,Male,63,Electronics,2,300,600
949,13/12/2023,CUST552,Female,49,Electronics,3,25,75
950,13/12/2023,CUST771,Male,24,Electronics,2,25,50
951,14/12/2023,CUST496,Male,23,Clothing,2,300,600
952,14/12/2023,CUST701,Female,52,Beauty,2,30,60
953,15/12/2023,CUST139,Male,36,Beauty,4,500,2000
954,15/12/2023,CUST151,Male,29,Clothing,1,50,50
955,16/12/2023,CUST083,Male,54,Electronics,2,50,100
956,16/12/2023,CUST153,Male,63,Electronics,2,500,1000
957,16/12/2023,CUST451,Female,45,Electronics,1,30,30
958,17/12/2023,CUST099,Female,50,Electronics,4,300,1200
959,17/12/2023,CUST783,Female,56,Clothing,1,300,300
960,18/12/2023,CUST409,Female,21,Electronics,3,300,900
961,18/12/2023,CUST525,Female,47,Beauty,2,25,50
962,18/12/2023,CUST939,Female,46,Electronics,1,300,300
963,18/12/2023,CUST994,Female,51,Beauty,2,500,1000
964,19/12/2023,CUST096,Female,44,Clothing,2,300,600
965,19/12/2023,CUST609,Female,47,Clothing,2,50,100
966,19/12/2023,CUST982,Female,46,Beauty,3,30,90
967,20/12/2023,CUST209,Female,30,Electronics,4,50,200
968,20/12/2023,CUST435,Female,30,Beauty,3,300,900
969,20/12/2023,CUST777,Male,48,Electronics,3,50,150
970,20/12/2023,CUST854,Male,29,Clothing,1,50,50
971,20/12/2023,CUST890,Male,34,Electronics,2,25,50
972,21/12/2023,CUST865,Female,42,Clothing,1,300,300
973,22/12/2023,CUST662,Male,48,Beauty,2,500,1000
974,23/12/2023,CUST309,Female,26,Beauty,1,25,25
975,23/12/2023,CUST544,Female,27,Electronics,1,25,25
976,23/12/2023,CUST602,Female,20,Electronics,1,300,300
977,23/12/2023,CUST615,Female,61,Clothing,4,25,100
978,23/12/2023,CUST678,Female,60,Electronics,3,300,900
979,23/12/2023,CUST781,Male,35,Beauty,1,500,500
980,24/12/2023,CUST034,Female,51,Clothing,3,50,150
981,24/12/2023,CUST916,Female,32,Electronics,1,50,50
982,25/12/2023,CUST757,Female,43,Electronics,4,300,1200
983,26/12/2023,CUST025,Female,64,Beauty,4,50,200
984,26/12/2023,CUST082,Female,32,Beauty,4,50,200
985,26/12/2023,CUST472,Female,38,Beauty,3,300,900
986,26/12/2023,CUST842,Female,47,Clothing,2,300,600
987,26/12/2023,CUST879,Male,23,Clothing,1,30,30
988,26/12/2023,CUST991,Female,34,Clothing,2,50,100
989,27/12/2023,CUST062,Male,18,Beauty,2,50,100
990,27/12/2023,CUST386,Female,54,Electronics,2,300,600
991,28/12/2023,CUST429,Male,64,Electronics,2,25,50
992,28/12/2023,CUST664,Female,44,Clothing,4,500,2000
993,28/12/2023,CUST989,Female,44,Electronics,1,25,25
994,29/12/2023,CUST233,Female,51,Beauty,2,300,600
995,29/12/2023,CUST520,Female,49,Electronics,4,25,100
996,29/12/2023,CUST805,Female,30,Beauty,3,500,1500
997,29/12/2023,CUST908,Male,46,Beauty,4,300,1200
998,31/12/2023,CUST857,Male,60,Electronics,2,25,50
999,1/1/2024,CUST211,Male,42,Beauty,3,500,1500
1000,1/1/2024,CUST650,Male,55,Electronics,1,30,30
1001,20/01/2024,CUST475,Male,26,Clothing,3,25,75
1002,20/01/2024,CUST505,Male,24,Beauty,1,50,50
1003,21/01/2024,CUST344,Female,42,Beauty,1,30,30
1004,21/01/2024,CUST448,Female,54,Beauty,2,30,60
1005,21/01/2024,CUST742,Female,38,Electronics,4,500,2000
1006,22/01/2024,CUST445,Female,53,Clothing,1,300,300
1007,22/01/2024,CUST787,Male,41,Clothing,1,25,25
1008,23/01/2024,CUST049,Female,54,Clothing,2,500,1000
1009,23/01/2024,CUST420,Female,22,Clothing,4,500,2000
1010,23/01/2024,CUST519,Female,36,Clothing,4,30,120
1011,24/01/2024,CUST064,Male,49,Clothing,4,25,100
1012,24/01/2024,CUST592,Female,46,Electronics,4,500,2000
1013,24/01/2024,CUST912,Male,51,Electronics,3,50,150
1014,25/01/2024,CUST134,Male,49,Beauty,1,50,50
1015,26/01/2024,CUST288,Male,28,Clothing,4,30,120
1016,26/01/2024,CUST323,Female,29,Beauty,3,300,900
1017,27/03/2024,CUST294,Female,23,Beauty,3,30,90
1018,27/03/2024,CUST760,Male,27,Beauty,1,500,500
1019,28/03/2024,CUST575,Male,60,Electronics,2,50,100
1020,29/03/2024,CUST088,Male,56,Electronics,1,500,500
1021,30/03/2024,CUST975,Female,56,Clothing,4,50,200
1022,31/03/2024,CUST553,Male,24,Electronics,4,300,1200
1023,1/4/2024,CUST462,Male,63,Electronics,4,300,1200
1024,1/4/2024,CUST614,Female,39,Clothing,4,300,1200
1025,1/4/2024,CUST808,Male,33,Clothing,4,500,2000
1026,2/4/2024,CUST166,Male,34,Clothing,4,500,2000
1027,25/07/2024,CUST105,Female,22,Electronics,1,500,500
1028,25/07/2024,CUST934,Male,30,Beauty,1,500,500
1029,25/07/2024,CUST299,Male,61,Electronics,2,500,1000
1030,31/08/2024,CUST751,Female,42,Clothing,2,25,50
1031,31/08/2024,CUST871,Male,62,Beauty,2,30,60
1032,1/9/2024,CUST200,Male,27,Beauty,3,50,150
1033,1/9/2024,CUST594,Female,19,Electronics,2,300,600
1034,1/9/2024,CUST637,Male,43,Clothing,2,300,600
1035,9/10/2024,CUST876,Male,43,Clothing,4,30,120
1036,10/10/2024,CUST055,Male,31,Beauty,4,30,120
1037,10/10/2024,CUST428,Female,40,Electronics,4,50,200
1038,10/10/2024,CUST441,Male,57,Beauty,4,300,1200
1039,10/10/2024,CUST976,Female,48,Beauty,2,300,600
1040,11/10/2024,CUST149,Male,22,Clothing,3,25,75
1041,22/10/2024,CUST600,Female,42,Beauty,6,500,3000
1042,22/10/2024,CUST680,Female,53,Clothing,3,300,900
1043,22/10/2024,CUST770,Male,32,Clothing,1,50,50
1044,23/10/2024,CUST060,Male,30,Beauty,3,50,150
1045,23/10/2024,CUST250,Male,48,Electronics,1,50,50
1046,23/10/2024,CUST516,Male,30,Beauty,4,25,100
1047,23/10/2024,CUST937,Female,42,Beauty,6,500,3000
1048,24/10/2024,CUST318,Male,61,Clothing,1,25,25
1049,24/10/2024,CUST342,Female,43,Clothing,4,500,2000
1050,24/10/2024,CUST564,Male,50,Electronics,2,50,100
1051,24/10/2024,CUST767,Male,39,Beauty,3,25,75
1052,25/10/2024,CUST503,Male,45,Beauty,4,500,2000
1053,25/10/2024,CUST869,Male,37,Beauty,3,500,1500
1054,26/10/2024,CUST126,Female,28,Clothing,3,30,90
1055,26/10/2024,CUST349,Female,57,Beauty,5,50,250
1056,26/10/2024,CUST440,Male,64,Clothing,2,300,600
1057,7/12/2024,CUST550,Male,40,Clothing,3,300,900
1058,8/12/2024,CUST392,Male,27,Clothing,2,300,600
1059,8/12/2024,CUST453,Female,26,Clothing,2,500,1000
1060,8/12/2024,CUST540,Female,46,Electronics,3,300,900
1061,8/12/2024,CUST625,Male,31,Clothing,1,300,300
1062,9/12/2024,CUST244,Male,28,Beauty,2,50,100
1063,9/12/2024,CUST355,Female,55,Electronics,1,500,500
1064,9/12/2024,CUST468,Male,40,Electronics,1,25,25
1065,9/12/2024,CUST700,Male,36,Electronics,4,500,2000
1066,9/12/2024,CUST752,Male,29,Clothing,2,50,100
1067,9/12/2024,CUST828,Female,33,Electronics,4,300,1200
1068,10/12/2024,CUST080,Female,64,Clothing,2,30,60
1069,10/12/2024,CUST214,Male,20,Beauty,2,30,60
1070,10/12/2024,CUST361,Female,34,Electronics,4,300,1200
1071,10/12/2024,CUST526,Male,33,Clothing,2,50,100
1072,11/12/2024,CUST265,Male,55,Clothing,3,300,900
1073,11/12/2024,CUST586,Male,50,Electronics,1,50,50
1074,12/12/2024,CUST336,Female,52,Beauty,3,50,150
